Time,cpu_usage,memory_usage,bandwidth_inbound,bandwidth_outbound,tps,response_time,status
2023-09-08 04:02:40,0.1131336192671542,0.5443338751792908,6734.720115016453,6369.9541015625,3.216376851754572,2677.910441883198,1
2023-09-08 04:02:45,0.1281756203000069,0.5441876649856567,6721.183361559298,6181.5390625,3.4030329594043747,3028.124636296934,0
2023-09-08 04:02:50,0.142186340116701,0.5431819558143616,7512.421982029699,6249.66845703125,3.314862535416851,2888.0515757167827,0
2023-09-08 04:02:55,0.1594507477444204,0.5418365597724915,7456.937612980397,6016.12841796875,2.999794012756252,2427.1507455557094,0
2023-09-08 04:03:00,0.1583493307072477,0.5414837002754211,6938.423026863776,5781.1669921875,2.726617375418729,1917.972062377965,0
2023-09-08 04:03:05,0.1335326409469155,0.5439310073852539,7055.307902937184,6042.32080078125,2.3061800847251424,1091.1524542973316,0
2023-09-08 04:03:10,0.134452069595527,0.545265257358551,6095.873559975831,5048.1201171875,2.1294385001839933,987.9387479103764,0
2023-09-08 04:03:15,0.1458078918240254,0.5454723238945007,5432.039942591076,5011.33349609375,2.052183880206955,1113.694584573101,0
2023-09-08 04:03:20,0.1557052855281231,0.5448309779167175,5774.945328620332,5504.1123046875,2.2757498893185564,1410.7530249879114,0
2023-09-08 04:03:25,0.163078284544091,0.5442701578140259,6646.205662271458,6151.60693359375,2.5683298103685703,1814.717532065651,0
2023-09-08 04:03:30,0.1658491512483963,0.553043782711029,9799.658457982783,8626.11328125,2.6131465744022213,1635.2387441756837,0
2023-09-08 04:03:35,0.1670467588035148,0.5617200136184692,10345.339236627366,9003.140625,2.6988778709671584,2262.4302129696803,0
2023-09-08 04:03:40,0.1784786087913389,0.5611840486526489,9865.098088765011,8326.7685546875,2.6833456636702566,2370.8025200629027,0
2023-09-08 04:03:45,0.17989894889202,0.555077075958252,8185.223038491742,7291.8759765625,2.5389587843784365,2354.993391748075,0
2023-09-08 04:03:50,0.1770005778146159,0.5444095134735107,6312.411591759498,6199.1259765625,2.458820937837891,1987.524374318673,0
2023-09-08 04:03:55,0.1362481735304903,0.5326847434043884,6564.448333942129,5856.82470703125,2.9996039891178974,1790.844688437097,0
2023-09-08 04:04:00,0.141126791689259,0.5328420400619507,5510.680013155463,5245.52392578125,2.5406357666178976,1191.815207281569,0
2023-09-08 04:04:05,0.1521926048408842,0.538732647895813,5184.682410839236,5086.63134765625,2.302271353693732,1185.8463145602666,0
2023-09-08 04:04:10,0.153280204265108,0.5426421165466309,5749.186575527474,5509.21337890625,2.255259833329357,1267.4286927917906,0
2023-09-08 04:04:15,0.1533843679100149,0.5443845391273499,6236.403802414747,5794.91796875,2.3390068094747223,1591.7656571851514,0
2023-09-08 04:04:20,0.1378794321726869,0.5363341569900513,6078.0559858236775,5540.3447265625,2.4717508853256045,1172.2750508591375,0
2023-09-08 04:04:25,0.1393743936730959,0.5388909578323364,6450.746097551458,5710.00244140625,2.55379137719739,1258.799948516025,0
2023-09-08 04:04:30,0.1490586531182051,0.538104772567749,6562.956638182324,6070.1572265625,2.642159450864233,1314.521823834296,0
2023-09-08 04:04:35,0.162839283378914,0.5407541394233704,6909.950726857903,6434.259765625,2.672126361496168,1543.9394619370212,0
2023-09-08 04:04:40,0.1685325854845358,0.5425611138343811,6826.729212349053,6401.92431640625,2.543413714535109,1587.7937222843393,0
2023-09-08 04:04:45,0.1165447500009412,0.5485569834709167,7506.007912573333,6569.037109375,1.9849163230886304,881.6400866050801,0
2023-09-08 04:04:50,0.086147145530417,0.5442575216293335,6043.577517767681,5273.82080078125,1.6549836373405742,719.5887280312593,0
2023-09-08 04:04:55,0.0711483193873743,0.5399343371391296,4982.803838448906,4373.49462890625,1.6871634585996933,765.2463105807382,0
2023-09-08 04:05:00,0.082997127825558,0.5378049612045288,5271.9118802293,4548.43994140625,2.056342472809273,1007.6583892222438,0
2023-09-08 04:05:05,0.1098515945268721,0.5382224917411804,5958.184729807463,4946.166015625,2.4152953550574856,1408.3759171532038,0
2023-09-08 04:05:10,0.1716207159754594,0.5424376726150513,6547.671915400352,5393.341796875,2.020819023035294,1213.9513228360538,0
2023-09-08 04:05:15,0.1748597462624006,0.5443178415298462,6381.3847226299,5490.42724609375,2.071163435321233,1357.1845764820546,0
2023-09-08 04:05:20,0.1630519696968776,0.5442422032356262,6041.891309124255,5175.4033203125,2.107805097192513,1223.1184890454058,0
2023-09-08 04:05:25,0.1440423828019242,0.5435818433761597,5848.497396523738,5148.1552734375,2.245421016126436,1169.046611325308,0
